id,purpose,go_with,weather,time,viettel_no_0,viettel_no_1,viettel_no_2,to_hanoi,to_other,score
9408,Travel,Friends,Sunny,10:00,1,0,0,0,1,0
5989,Travel,Friends,Sunny,08:00,0,1,0,0,1,0
15606,Travel,Friends,Sunny,14:00,0,1,0,0,1,0
13667,Travel,Friends,Sunny,14:00,0,1,0,0,1,0
16399,Travel,Friends,Sunny,16:00,0,1,0,0,1,0
12202,Travel,Friends,Sunny,12:00,0,1,0,0,1,7
1171,Travel,Family,Sunny,10:00,0,1,0,0,1,0
10882,Travel,Family,Sunny,09:00,0,1,0,0,1,8
6308,Travel,Family,Sunny,08:00,0,1,0,0,1,0
15590,Travel,Family,Sunny,11:00,1,0,0,0,1,0
6695,Travel,Family,Sunny,14:00,0,1,0,0,1,0
11834,Visit,Alone,Sunny,15:00,1,0,0,1,0,0
18151,Visit,Alone,Sunny,17:00,1,0,0,0,1,8
8159,Work,Alone,Sunny,06:00,0,0,1,0,1,0
19448,Work,Alone,Sunny,06:00,0,1,0,0,1,7
19309,Work,Alone,Sunny,06:00,1,0,0,0,1,0
2182,Travel,Friends,Sunny,08:00,1,0,0,0,1,7
7708,Travel,Friends,Sunny,10:00,1,0,0,0,1,8
2231,Travel,Friends,Sunny,09:00,0,1,0,0,1,6
19843,Travel,Friends,Sunny,13:00,1,0,0,0,1,0
19423,Travel,Friends,Sunny,11:00,0,1,0,0,1,0
15869,Travel,Friends,Sunny,14:00,0,1,0,0,1,0
17580,Travel,Friends,Sunny,13:00,0,1,0,0,1,0
8695,Travel,Friends,Sunny,17:00,1,0,0,0,1,0
6663,Travel,Friends,Sunny,18:00,0,1,0,0,1,0
6679,Travel,Friends,Sunny,13:00,1,0,0,0,1,0
13708,Travel,Friends,Sunny,11:00,0,1,0,0,1,0
2869,Travel,Alone,Sunny,10:00,1,0,0,0,1,4
6967,Visit,Alone,Sunny,17:00,1,0,0,1,0,0
12345,Visit,Alone,Sunny,15:00,0,1,0,0,1,7
8871,Visit,Alone,Sunny,15:00,1,0,0,0,1,7
19527,Work,Alone,Sunny,06:00,0,0,1,0,1,0
8033,Work,Alone,Sunny,06:00,0,1,0,0,1,0
7320,Work,Alone,Sunny,06:00,1,0,0,1,0,0
7527,Work,Alone,Sunny,07:00,1,0,0,0,1,8
18413,Work,Alone,Sunny,06:00,0,1,0,0,1,0
19892,Travel,Alone,Sunny,11:00,1,0,0,0,1,0
17634,Travel,Friends,Sunny,08:00,1,0,0,0,1,0
13819,Travel,Friends,Sunny,08:00,1,0,0,0,1,28
3463,Travel,Friends,Sunny,00:00,1,0,0,0,1,0
5226,Travel,Friends,Sunny,12:00,0,1,0,0,1,0
15209,Travel,Friends,Sunny,00:00,0,1,0,0,1,27
19885,Travel,Friends,Sunny,14:00,0,1,0,0,1,34
6297,Visit,Alone,Sunny,15:00,1,0,0,1,0,0
10278,Work,Alone,Sunny,07:00,0,0,1,0,1,0
15570,Work,Alone,Sunny,07:00,0,0,1,0,1,25
13571,Work,Alone,Sunny,07:00,1,0,0,1,0,0
1260,Work,Alone,Sunny,06:00,1,0,0,0,1,0
16512,Work,Alone,Sunny,07:00,0,1,0,0,1,0
5916,Travel,Alone,Sunny,11:00,1,0,0,0,1,0
17871,Travel,Friends,Sunny,08:00,1,0,0,0,1,0
8028,Travel,Friends,Sunny,10:00,0,1,0,0,1,0
7632,Travel,Friends,Sunny,14:00,0,1,0,0,1,0
6197,Travel,Friends,Sunny,14:00,0,1,0,0,1,29
19048,Travel,Friends,Sunny,15:00,0,1,0,0,1,0
10226,Travel,Friends,Sunny,12:00,0,1,0,0,1,24
16198,Travel,Family,Sunny,09:00,0,1,0,0,1,0
18775,Travel,Family,Sunny,09:00,0,1,0,0,1,30
11361,Travel,Family,Sunny,13:00,1,0,0,0,1,0
2293,Travel,Family,Sunny,13:00,0,1,0,0,1,0
8242,Work,Alone,Sunny,06:00,1,0,0,0,1,20
14796,Travel,Alone,Sunny,11:00,1,0,0,0,1,0
9034,Travel,Friends,Sunny,08:00,1,0,0,0,1,76
1287,Travel,Friends,Sunny,14:00,1,0,0,0,1,0
7579,Travel,Friends,Sunny,12:00,0,1,0,0,1,0
4102,Travel,Friends,Sunny,00:00,0,1,0,0,1,0
9342,Travel,Friends,Sunny,11:00,0,1,0,0,1,74
11504,Visit,Alone,Sunny,15:00,1,0,0,1,0,0
9807,Visit,Alone,Sunny,17:00,0,1,0,0,1,0
9126,Work,Alone,Sunny,06:00,0,0,1,0,1,0
15735,Work,Alone,Sunny,06:00,0,1,0,0,1,79
16335,Work,Alone,Sunny,07:00,1,0,0,0,1,0
11037,Travel,Alone,Sunny,13:00,1,0,0,0,1,0
4230,Travel,Friends,Sunny,08:00,1,0,0,0,1,0
1685,Travel,Friends,Sunny,10:00,0,1,0,0,1,0
9490,Travel,Friends,Sunny,13:00,1,0,0,0,1,11
9149,Travel,Friends,Sunny,00:00,0,1,0,0,1,0
18194,Travel,Friends,Sunny,12:00,0,1,0,0,1,8
1979,Travel,Friends,Sunny,13:00,0,1,0,0,1,0
17700,Travel,Friends,Sunny,15:00,1,0,0,0,1,0
13156,Travel,Friends,Sunny,17:00,0,1,0,0,1,0
8254,Travel,Friends,Sunny,11:00,1,0,0,0,1,0
3055,Travel,Friends,Sunny,00:00,0,1,0,0,1,10
14227,Visit,Alone,Sunny,16:00,1,0,0,0,1,9
3000,Work,Alone,Sunny,07:00,0,0,1,0,1,0
19189,Work,Alone,Sunny,07:00,0,1,0,0,1,0
9388,Work,Alone,Sunny,06:00,1,0,0,1,0,0
19299,Work,Alone,Sunny,06:00,1,0,0,0,1,6
4011,Travel,Alone,Sunny,11:00,1,0,0,0,1,0
1823,Travel,Friends,Sunny,10:00,0,1,0,0,1,0
8284,Travel,Friends,Sunny,00:00,0,1,0,0,1,0
16630,Travel,Friends,Sunny,18:00,0,1,0,0,1,14
3192,Travel,Friends,Sunny,14:00,0,1,0,0,1,17
14639,Visit,Alone,Sunny,17:00,1,0,0,1,0,20
1559,Work,Alone,Sunny,07:00,0,1,0,0,1,0
3653,Work,Alone,Sunny,07:00,1,0,0,1,0,26
8690,Work,Alone,Sunny,06:00,1,0,0,0,1,0
18414,Travel,Alone,Sunny,00:00,1,0,0,0,1,0
9656,Travel,Friends,Sunny,08:00,1,0,0,0,1,10
11403,Travel,Friends,Sunny,10:00,0,1,0,0,1,11
16059,Travel,Friends,Sunny,14:00,0,1,0,0,1,9
5081,Travel,Friends,Sunny,13:00,0,1,0,0,1,0
10995,Travel,Friends,Sunny,18:00,0,1,0,0,1,9
7332,Travel,Friends,Sunny,00:00,0,1,0,0,1,0
11565,Travel,Family,Sunny,10:00,1,0,0,0,1,0
9605,Travel,Family,Sunny,08:00,1,0,0,0,1,13
12914,Travel,Family,Sunny,10:00,0,1,0,0,1,0
5290,Travel,Family,Sunny,15:00,1,0,0,0,1,0
4651,Travel,Family,Sunny,18:00,0,1,0,0,1,9
19626,Visit,Alone,Sunny,17:00,1,0,0,1,0,9
11374,Visit,Alone,Sunny,18:00,0,1,0,0,1,12
13274,Work,Alone,Sunny,07:00,0,0,1,0,1,12
12837,Work,Alone,Sunny,06:00,0,0,1,0,1,0
11981,Travel,Alone,Sunny,14:00,1,0,0,0,1,9
8547,Travel,Friends,Sunny,08:00,1,0,0,0,1,0
11396,Travel,Friends,Sunny,08:00,1,0,0,0,1,10
12281,Travel,Friends,Sunny,09:00,0,1,0,0,1,0
1237,Travel,Friends,Sunny,11:00,1,0,0,0,1,0
13364,Travel,Friends,Sunny,11:00,0,1,0,0,1,0
13644,Travel,Friends,Sunny,14:00,0,1,0,0,1,0
13098,Travel,Friends,Sunny,11:00,0,1,0,0,1,0
5096,Travel,Friends,Sunny,16:00,0,1,0,0,1,10
4311,Travel,Friends,Sunny,00:00,0,1,0,0,1,14
4642,Travel,Alone,Sunny,08:00,1,0,0,0,1,0
16360,Visit,Alone,Sunny,18:00,1,0,0,1,0,0
4849,Work,Alone,Sunny,07:00,0,0,1,0,1,11
1395,Work,Alone,Sunny,06:00,0,1,0,0,1,0
4739,Work,Alone,Sunny,07:00,1,0,0,1,0,12
8103,Travel,Friends,Sunny,09:00,1,0,0,0,1,5
8392,Travel,Friends,Sunny,10:00,0,1,0,0,1,0
1253,Travel,Friends,Sunny,18:00,0,1,0,0,1,3
5299,Travel,Family,Sunny,11:00,0,1,0,0,1,3
3843,Visit,Alone,Sunny,15:00,0,1,0,0,1,0
19459,Work,Alone,Sunny,06:00,0,1,0,0,1,0
15993,Work,Alone,Sunny,07:00,1,0,0,1,0,0
15491,Travel,Alone,Sunny,11:00,1,0,0,0,1,0
5248,Travel,Friends,Sunny,09:00,1,0,0,0,1,0
19988,Travel,Friends,Sunny,11:00,0,1,0,0,1,0
6980,Travel,Family,Sunny,15:00,0,1,0,0,1,21
16088,Visit,Alone,Sunny,16:00,1,0,0,0,1,0
2085,Work,Alone,Sunny,07:00,0,1,0,0,1,0
18315,Travel,Alone,Sunny,13:00,1,0,0,0,1,0
8214,Travel,Friends,Sunny,08:00,1,0,0,0,1,0
6121,Travel,Friends,Sunny,15:00,0,1,0,0,1,0
12463,Travel,Family,Sunny,11:00,1,0,0,0,1,0
3623,Travel,Family,Sunny,14:00,0,1,0,0,1,6
17411,Work,Alone,Sunny,06:00,0,1,0,0,1,0
6550,Work,Alone,Sunny,07:00,1,0,0,0,1,5
14405,Travel,Alone,Sunny,11:00,1,0,0,0,1,5
12257,Travel,Friends,Sunny,10:00,1,0,0,0,1,0
12514,Travel,Friends,Sunny,10:00,0,1,0,0,1,0
5589,Travel,Friends,Sunny,12:00,0,1,0,0,1,0
11052,Travel,Friends,Sunny,00:00,0,1,0,0,1,0
5479,Travel,Friends,Sunny,17:00,0,1,0,0,1,0
2441,Travel,Friends,Sunny,13:00,0,1,0,0,1,0
14991,Travel,Family,Sunny,10:00,1,0,0,0,1,0
5082,Travel,Family,Sunny,08:00,1,0,0,0,1,0
8845,Travel,Family,Sunny,09:00,0,1,0,0,1,0
18272,Visit,Alone,Sunny,15:00,1,0,0,1,0,7
13010,Visit,Alone,Sunny,18:00,0,1,0,0,1,0
6954,Work,Alone,Sunny,07:00,0,0,1,0,1,0
16487,Work,Alone,Sunny,07:00,1,0,0,1,0,0
11248,Work,Alone,Sunny,07:00,1,0,0,0,1,6
14972,Travel,Alone,Sunny,11:00,1,0,0,0,1,0
12428,Travel,Friends,Sunny,09:00,1,0,0,0,1,0
11315,Travel,Friends,Sunny,00:00,0,1,0,0,1,0
12124,Travel,Friends,Sunny,14:00,0,1,0,0,1,21
1339,Travel,Friends,Sunny,15:00,0,1,0,0,1,0
11837,Travel,Friends,Sunny,14:00,0,1,0,0,1,20
16493,Travel,Family,Sunny,09:00,0,1,0,0,1,22
19005,Visit,Alone,Sunny,18:00,1,0,0,1,0,0
11976,Visit,Alone,Sunny,18:00,0,1,0,0,1,0
6600,Work,Alone,Sunny,06:00,1,0,0,1,0,21
1602,Travel,Alone,Sunny,14:00,1,0,0,0,1,13
2827,Travel,Friends,Sunny,09:00,1,0,0,0,1,15
1114,Travel,Friends,Sunny,13:00,0,1,0,0,1,0
15293,Travel,Friends,Sunny,11:00,0,1,0,0,1,0
15998,Travel,Family,Sunny,08:00,0,1,0,0,1,0
11773,Work,Alone,Sunny,07:00,0,0,1,0,1,0
5311,Work,Alone,Sunny,07:00,1,0,0,1,0,9
14884,Work,Alone,Sunny,06:00,1,0,0,0,1,12
12706,Travel,Alone,Sunny,13:00,1,0,0,0,1,15
13735,Travel,Friends,Sunny,10:00,1,0,0,0,1,0
15585,Travel,Friends,Sunny,10:00,0,1,0,0,1,0
19793,Travel,Friends,Sunny,13:00,0,1,0,0,1,0
4708,Travel,Friends,Sunny,18:00,0,1,0,0,1,0
16058,Travel,Friends,Sunny,12:00,0,1,0,0,1,12
14158,Visit,Alone,Sunny,16:00,1,0,0,1,0,12
17243,Work,Alone,Sunny,06:00,0,0,1,0,1,13
17159,Work,Alone,Sunny,06:00,0,1,0,0,1,0
4254,Work,Alone,Sunny,07:00,1,0,0,0,1,14
11627,Travel,Alone,Sunny,11:00,1,0,0,0,1,0
1174,Travel,Friends,Sunny,09:00,1,0,0,0,1,0
9041,Travel,Friends,Sunny,10:00,0,1,0,0,1,0
17945,Travel,Friends,Sunny,18:00,0,1,0,0,1,4
8294,Travel,Friends,Sunny,13:00,0,1,0,0,1,0
8011,Travel,Family,Sunny,08:00,1,0,0,0,1,4
10316,Travel,Family,Sunny,09:00,1,0,0,0,1,0
13880,Travel,Family,Sunny,09:00,0,1,0,0,1,3
8582,Travel,Family,Sunny,18:00,1,0,0,0,1,3
18339,Visit,Alone,Sunny,18:00,1,0,0,1,0,0
14300,Work,Alone,Sunny,06:00,0,0,1,0,1,3
15857,Work,Alone,Sunny,07:00,0,0,1,0,1,0
14576,Work,Alone,Sunny,06:00,0,1,0,0,1,4
5509,Work,Alone,Sunny,06:00,1,0,0,1,0,5
15043,Travel,Alone,Sunny,14:00,1,0,0,0,1,5
14444,Travel,Friends,Sunny,08:00,1,0,0,0,1,0
14648,Travel,Friends,Sunny,10:00,1,0,0,0,1,5
3377,Travel,Friends,Sunny,14:00,1,0,0,0,1,5
2189,Travel,Friends,Sunny,13:00,0,1,0,0,1,0
3035,Travel,Friends,Sunny,12:00,0,1,0,0,1,0
18773,Travel,Friends,Sunny,13:00,0,1,0,0,1,0
12765,Visit,Alone,Sunny,15:00,0,1,0,0,1,0
17404,Visit,Alone,Sunny,15:00,1,0,0,0,1,0
2495,Work,Alone,Sunny,06:00,0,0,1,0,1,3
9118,Work,Alone,Sunny,07:00,0,1,0,0,1,0
2694,Work,Alone,Sunny,07:00,1,0,0,0,1,0
6205,Travel,Alone,Sunny,12:00,1,0,0,0,1,0
17630,Travel,Friends,Sunny,10:00,0,1,0,0,1,0
8455,Travel,Friends,Sunny,14:00,1,0,0,0,1,0
16712,Travel,Friends,Sunny,11:00,0,1,0,0,1,0
9382,Travel,Friends,Sunny,13:00,0,1,0,0,1,0
9378,Travel,Friends,Sunny,11:00,0,1,0,0,1,0
9136,Travel,Friends,Sunny,16:00,0,1,0,0,1,0
3717,Travel,Friends,Sunny,13:00,1,0,0,0,1,0
17422,Travel,Friends,Sunny,13:00,0,1,0,0,1,81
8380,Travel,Alone,Sunny,08:00,1,0,0,0,1,0
8849,Visit,Alone,Sunny,17:00,1,0,0,1,0,0
16257,Visit,Alone,Sunny,17:00,0,1,0,0,1,88
10529,Work,Alone,Sunny,06:00,0,0,1,0,1,62
19930,Work,Alone,Sunny,06:00,0,1,0,0,1,0
11998,Work,Alone,Sunny,07:00,1,0,0,1,0,0
13913,Work,Alone,Sunny,06:00,1,0,0,0,1,70
18718,Work,Alone,Sunny,06:00,0,1,0,0,1,0
14469,Travel,Alone,Sunny,00:00,1,0,0,0,1,0
9546,Travel,Friends,Sunny,09:00,1,0,0,0,1,7
2128,Travel,Friends,Sunny,08:00,0,1,0,0,1,0
1449,Travel,Friends,Sunny,14:00,1,0,0,0,1,0
3388,Travel,Friends,Sunny,14:00,0,1,0,0,1,10
11095,Travel,Friends,Sunny,14:00,0,1,0,0,1,0
14474,Travel,Friends,Sunny,14:00,0,1,0,0,1,11
12966,Travel,Friends,Sunny,18:00,1,0,0,0,1,7
14392,Travel,Friends,Sunny,15:00,0,1,0,0,1,0
17439,Travel,Friends,Sunny,11:00,1,0,0,0,1,0
2753,Travel,Friends,Sunny,13:00,0,1,0,0,1,0
8093,Travel,Alone,Sunny,09:00,1,0,0,0,1,12
13702,Work,Alone,Sunny,07:00,0,0,1,0,1,8
16118,Work,Alone,Sunny,07:00,1,0,0,1,0,11
7823,Work,Alone,Sunny,07:00,1,0,0,0,1,0
11260,Work,Alone,Sunny,07:00,0,1,0,0,1,6
14904,Travel,Alone,Sunny,11:00,1,0,0,0,1,0
19235,Travel,Friends,Sunny,10:00,1,0,0,0,1,0
15944,Travel,Friends,Sunny,16:00,0,1,0,0,1,0
16732,Travel,Friends,Sunny,11:00,0,1,0,0,1,0
8976,Travel,Family,Sunny,09:00,1,0,0,0,1,0
19769,Travel,Family,Sunny,15:00,1,0,0,0,1,10
12834,Visit,Alone,Sunny,18:00,0,1,0,0,1,0
11960,Work,Alone,Sunny,07:00,1,0,0,1,0,0
9114,Work,Alone,Sunny,07:00,1,0,0,0,1,0
4743,Travel,Friends,Sunny,00:00,0,1,0,0,1,0
8344,Travel,Friends,Sunny,14:00,1,0,0,0,1,73
1524,Travel,Alone,Sunny,09:00,1,0,0,0,1,92
12924,Travel,Alone,Sunny,14:00,1,0,0,0,1,13
9624,Travel,Friends,Sunny,09:00,1,0,0,0,1,20
19710,Travel,Friends,Sunny,08:00,0,1,0,0,1,0
18820,Travel,Friends,Sunny,11:00,0,1,0,0,1,0
5323,Travel,Friends,Sunny,11:00,0,1,0,0,1,0
15791,Travel,Friends,Sunny,18:00,0,1,0,0,1,0
15442,Travel,Friends,Sunny,00:00,0,1,0,0,1,14
19099,Travel,Family,Sunny,08:00,0,1,0,0,1,0
9564,Travel,Family,Sunny,14:00,1,0,0,0,1,0
12292,Travel,Family,Sunny,12:00,0,1,0,0,1,0
12167,Visit,Alone,Sunny,16:00,1,0,0,1,0,14
18911,Visit,Alone,Sunny,17:00,0,1,0,0,1,0
14819,Visit,Alone,Sunny,18:00,1,0,0,0,1,0
9354,Work,Alone,Sunny,06:00,0,0,1,0,1,0
4044,Work,Alone,Sunny,06:00,0,1,0,0,1,17
7971,Work,Alone,Sunny,07:00,1,0,0,1,0,0
7418,Work,Alone,Sunny,07:00,1,0,0,0,1,0
7082,Travel,Alone,Sunny,11:00,1,0,0,0,1,0
10365,Travel,Friends,Sunny,09:00,1,0,0,0,1,2
16507,Travel,Friends,Sunny,00:00,0,1,0,0,1,0
1254,Travel,Friends,Sunny,17:00,0,1,0,0,1,0
4600,Travel,Friends,Sunny,12:00,0,1,0,0,1,0
11669,Visit,Alone,Sunny,15:00,0,1,0,0,1,0
19304,Work,Alone,Sunny,06:00,0,1,0,0,1,0
5980,Work,Alone,Sunny,06:00,1,0,0,0,1,0
4256,Travel,Alone,Sunny,14:00,1,0,0,0,1,36
7912,Travel,Friends,Sunny,09:00,1,0,0,0,1,0
2947,Travel,Friends,Sunny,09:00,1,0,0,0,1,49
11719,Travel,Friends,Sunny,14:00,1,0,0,0,1,38
14919,Travel,Friends,Sunny,14:00,0,1,0,0,1,0
9423,Travel,Friends,Sunny,00:00,0,1,0,0,1,47
15867,Travel,Friends,Sunny,11:00,0,1,0,0,1,0
1806,Travel,Friends,Sunny,15:00,1,0,0,0,1,0
2716,Travel,Friends,Sunny,14:00,1,0,0,0,1,56
1417,Travel,Friends,Sunny,13:00,0,1,0,0,1,0
6228,Travel,Alone,Sunny,08:00,1,0,0,0,1,0
2120,Visit,Alone,Sunny,15:00,1,0,0,1,0,48
18101,Visit,Alone,Sunny,17:00,0,1,0,0,1,0
12476,Visit,Alone,Sunny,18:00,1,0,0,0,1,0
15197,Work,Alone,Sunny,07:00,0,0,1,0,1,39
7393,Work,Alone,Sunny,06:00,0,0,1,0,1,48
5782,Work,Alone,Sunny,07:00,1,0,0,0,1,0
6596,Work,Alone,Sunny,07:00,0,1,0,0,1,49
6754,Travel,Alone,Sunny,00:00,1,0,0,0,1,12
11570,Travel,Friends,Sunny,09:00,1,0,0,0,1,0
18332,Travel,Friends,Sunny,13:00,0,1,0,0,1,0
2184,Travel,Friends,Sunny,17:00,0,1,0,0,1,0
17786,Travel,Friends,Sunny,00:00,0,1,0,0,1,0
5342,Visit,Alone,Sunny,15:00,1,0,0,1,0,0
12926,Work,Alone,Sunny,06:00,0,1,0,0,1,0
7669,Work,Alone,Sunny,07:00,1,0,0,1,0,0
15276,Work,Alone,Sunny,06:00,1,0,0,0,1,0
8051,Travel,Alone,Sunny,13:00,1,0,0,0,1,0
6725,Travel,Friends,Sunny,08:00,1,0,0,0,1,0
10426,Travel,Friends,Sunny,14:00,0,1,0,0,1,0
13356,Travel,Friends,Sunny,13:00,0,1,0,0,1,33
19745,Travel,Friends,Sunny,18:00,0,1,0,0,1,0
15078,Travel,Friends,Sunny,13:00,0,1,0,0,1,0
11842,Travel,Family,Sunny,10:00,0,1,0,0,1,0
9543,Travel,Family,Sunny,09:00,0,1,0,0,1,0
5609,Travel,Family,Sunny,14:00,1,0,0,0,1,30
14096,Travel,Family,Sunny,14:00,0,1,0,0,1,0
1739,Visit,Alone,Sunny,16:00,1,0,0,0,1,37
4202,Work,Alone,Sunny,06:00,0,0,1,0,1,39
5307,Work,Alone,Sunny,07:00,1,0,0,0,1,0
9352,Work,Alone,Sunny,06:00,0,1,0,0,1,0
2558,Travel,Alone,Sunny,11:00,1,0,0,0,1,0
11673,Travel,Friends,Sunny,10:00,1,0,0,0,1,0
2266,Travel,Friends,Sunny,14:00,0,1,0,0,1,0
5030,Travel,Friends,Sunny,14:00,0,1,0,0,1,8
12047,Travel,Friends,Sunny,18:00,0,1,0,0,1,6
10442,Travel,Friends,Sunny,13:00,1,0,0,0,1,0
6917,Travel,Alone,Sunny,08:00,1,0,0,0,1,0
3654,Work,Alone,Sunny,06:00,0,0,1,0,1,0
8612,Work,Alone,Sunny,07:00,0,1,0,0,1,5
5253,Work,Alone,Sunny,07:00,1,0,0,0,1,0
17597,Travel,Alone,Sunny,13:00,1,0,0,0,1,0
3615,Travel,Friends,Sunny,10:00,0,1,0,0,1,0
1529,Travel,Friends,Sunny,15:00,0,1,0,0,1,0
1487,Travel,Friends,Sunny,11:00,0,1,0,0,1,13
8479,Travel,Family,Sunny,10:00,1,0,0,0,1,0
17781,Travel,Family,Sunny,10:00,1,0,0,0,1,0
14622,Travel,Family,Sunny,18:00,1,0,0,0,1,11
6478,Travel,Family,Sunny,17:00,0,1,0,0,1,13
9646,Visit,Alone,Sunny,17:00,1,0,0,1,0,0
2319,Visit,Alone,Sunny,18:00,0,1,0,0,1,15
19678,Work,Alone,Sunny,06:00,0,0,1,0,1,12
16268,Work,Alone,Sunny,06:00,0,1,0,0,1,0
5594,Work,Alone,Sunny,06:00,1,0,0,1,0,0
12700,Work,Alone,Sunny,06:00,1,0,0,0,1,9
15733,Travel,Alone,Sunny,13:00,1,0,0,0,1,0
19632,Travel,Friends,Sunny,08:00,1,0,0,0,1,9
12443,Travel,Friends,Sunny,08:00,0,1,0,0,1,12
1503,Travel,Friends,Sunny,15:00,0,1,0,0,1,0
5450,Travel,Friends,Sunny,11:00,0,1,0,0,1,0
18927,Travel,Family,Sunny,09:00,0,1,0,0,1,0
14688,Travel,Family,Sunny,09:00,0,1,0,0,1,15
10183,Travel,Family,Sunny,13:00,1,0,0,0,1,10
6808,Travel,Family,Sunny,14:00,0,1,0,0,1,0
11369,Visit,Alone,Sunny,18:00,1,0,0,1,0,0
10168,Work,Alone,Sunny,07:00,1,0,0,0,1,13
4500,Travel,Alone,Sunny,11:00,1,0,0,0,1,0
19910,Travel,Friends,Sunny,08:00,0,1,0,0,1,16
6157,Travel,Friends,Sunny,15:00,0,1,0,0,1,0
11574,Travel,Friends,Sunny,11:00,0,1,0,0,1,17
12815,Travel,Family,Sunny,09:00,1,0,0,0,1,0
10082,Travel,Family,Sunny,17:00,1,0,0,0,1,20
19804,Travel,Family,Sunny,18:00,0,1,0,0,1,0
5021,Visit,Alone,Sunny,17:00,1,0,0,1,0,0
17139,Visit,Alone,Sunny,17:00,0,1,0,0,1,23
19550,Work,Alone,Sunny,06:00,0,0,1,0,1,0
16479,Work,Alone,Sunny,06:00,0,1,0,0,1,0
1985,Work,Alone,Sunny,07:00,1,0,0,1,0,0
11004,Work,Alone,Sunny,06:00,1,0,0,0,1,0
5657,Travel,Alone,Sunny,11:00,1,0,0,0,1,0
12817,Travel,Friends,Sunny,10:00,1,0,0,0,1,0
11873,Travel,Friends,Sunny,09:00,1,0,0,0,1,0
3034,Travel,Friends,Sunny,13:00,0,1,0,0,1,9
4454,Travel,Friends,Sunny,16:00,0,1,0,0,1,0
2726,Travel,Friends,Sunny,14:00,0,1,0,0,1,0
9936,Travel,Alone,Sunny,09:00,1,0,0,0,1,8
4320,Visit,Alone,Sunny,18:00,1,0,0,1,0,0
14384,Visit,Alone,Sunny,15:00,0,1,0,0,1,0
8009,Visit,Alone,Sunny,16:00,1,0,0,0,1,0
10277,Work,Alone,Sunny,07:00,0,0,1,0,1,10
15118,Work,Alone,Sunny,07:00,0,1,0,0,1,8
17318,Work,Alone,Sunny,06:00,1,0,0,0,1,8
2885,Work,Alone,Sunny,06:00,0,1,0,0,1,8
3225,Travel,Friends,Sunny,10:00,1,0,0,0,1,0
7680,Travel,Friends,Sunny,10:00,0,1,0,0,1,19
13960,Travel,Friends,Sunny,11:00,0,1,0,0,1,0
18690,Travel,Friends,Sunny,00:00,0,1,0,0,1,0
16976,Travel,Friends,Sunny,16:00,0,1,0,0,1,0
3902,Travel,Family,Sunny,10:00,1,0,0,0,1,19
7335,Travel,Family,Sunny,08:00,1,0,0,0,1,19
18276,Travel,Family,Sunny,10:00,0,1,0,0,1,0
3914,Travel,Family,Sunny,17:00,0,1,0,0,1,12
9768,Visit,Alone,Sunny,16:00,1,0,0,1,0,0
6560,Work,Alone,Sunny,07:00,1,0,0,1,0,0
5223,Travel,Alone,Sunny,13:00,1,0,0,0,1,23
14081,Travel,Friends,Sunny,09:00,1,0,0,0,1,22
