id,purpose,go_with,weather,time,viettel_no_0,viettel_no_1,viettel_no_2,to_hanoi,to_other,score
15606,Travel,Fr~i!end~(s),!Sunny,2:00 PM,1,1,0,0,1,0
13667,Travel, Friend(s),Sun?ny,14:00,1,1,0,0,1,0
16399,Travel,F &ri&!end(s),S!&u&nny,16:00,1,1,0,0,1,0
12202,Travel,Friend(s),S~!unny,12:00,1,1,0,0,1,7
1171,Travel,Famil~y,&%%%Sunny,10AM ,1,1,0,0,1,0
10882,Travel,F~amily,Sunny,9:00,1,1,0,0,1,8
6308,Travel,Fami!?ly,?Sun%ny,8AM ,1,1,0,0,1,0
15590,Travel,F?a mily,~%S&unny,11:00,1,0,0,0,1,0
6695,Travel,%F?am?ily,%S?u%nny,2PM ,1,1,0,0,1,0
11834,Visit,Alone,Sunny,3:00 PM,1,0,0,1,0,0
18151,Visit,A?lone,&~S&%unny,5:00 PM,1,0,0,0,1,8
8159,Work,Al!~one,Sun?ny,6:00 AM,1,1,1,0,1,0
19448,Work,Alone,&!!S%unny,6:00,1,1,0,0,1,7
19309,Work,A%& lone,S%un?ny,6AM ,1,0,0,0,1,0
2182,Travel,F&ri%e&n%d(s),!?S%unny,8:00,1,0,0,0,1,7
7708,Travel,F?r%ie~nd(s),Su?&?nny,10:00 AM,1,0,0,0,1,8
2231,Travel,Frie!nd(s),Su?n%ny,9:00,1,1,0,0,1,6
19843,Travel,Fr??i!e~nd(s),Sunny,1PM,1,0,0,0,1,0
19423,Travel,F ?rie~ nd(s),Sunn?y,11:00,1,1,0,0,1,0
15869,Travel,Friend(s),%!%Sunny,14:00,1,1,0,0,1,0
17580,Travel,Frien%d(s),S%u~nny,13:00,1,1,0,0,1,0
8695,Travel,F ri!e%nd(s),Su?nny,5:00 PM,1,0,0,0,1,0
6663,Travel,Friend~?(s),Sunny,6:00 PM,1,1,0,0,1,0
6679,Travel,Frie%!n?~d(s),!S!u!nny,13:00,1,0,0,0,1,0
13708,Travel,Frie!? n%d(s),!S!?unny,11:00,1,1,0,0,1,0
2869,Travel,!Al!~one,Sunny,10:00 AM,1,0,0,0,1,4
6967,Visit,?A~!lone,~?%S%unny,17:00,1,0,0,1,0,0
12345,Visit,Alone,Sunny,15:00,1,1,0,0,1,7
8871,Visit,Alone,Sunny,15:00,1,0,0,0,1,7
19527,Work,!Alone,Sunn?y,6:00 AM,1,1,1,0,1,0
8033,Work,Alo%ne,Sunny,6:00 AM,1,1,0,0,1,0
7320,Work,Alone,Sunny,6:00,1,0,0,1,0,0
7527,Work,?Alone,S~??%unny,7AM  ,1,0,0,0,1,8
18413,Work,!! A!lone,Sunny,6:00,1,1,0,0,1,0
19892,Travel,&%Al&one,!?Su?nny,11:00,1,0,0,0,1,0
17634,Travel,F&r~ ie%nd(s),Sunny,8:00,1,0,0,0,1,0
13819,Travel,Fr%ien d(s),S!&!unny,8:00,1,0,0,0,1,28
3463,Travel,&?F&rien d(s),S%u&nny,12:00 AM,1,0,0,0,1,0
5226,Travel,%Fri~en d(s),Sun&ny,12:00,1,1,0,0,1,0
15209,Travel,Friend(s),Su!nny,12:00 AM,1,1,0,0,1,27
19885,Travel, Fr%&i~end(s),Su&n&ny,2PM  ,1,1,0,0,1,34
6297,Visit,Alone,S!unny,15:00,1,0,0,1,0,0
10278,Work,&Al?&one,!Sunny,7:00 AM,1,1,1,0,1,0
15570,Work,Alone,Su%nny,7:00 AM,1,1,1,0,1,25
13571,Work, ?!A~lone,Sunn!y,7:00,1,0,0,1,0,0
1260,Work,A!l!&one,S&?u&nny,6:00,1,0,0,0,1,0
16512,Work,Alone,%&~!Sunny,7:00,1,1,0,0,1,0
5916,Travel,%!? Alone,?!Su~nny,11:00 AM,1,0,0,0,1,0
17871,Travel,Frie~nd(~s),Su!nny,8:00,1,0,0,0,1,0
8028,Travel,~Fr i~%end(s),Sunny,10AM,1,1,0,0,1,0
7632,Travel,F%riend(s),??%S~unny,2PM,1,1,0,0,1,0
6197,Travel,Fr%ie?nd(s),&S!~&unny,14:00,1,1,0,0,1,29
19048,Travel,F%ri~e&n?d(s),S%unny,3:00 PM,1,1,0,0,1,0
10226,Travel,Friend(s),!!?S&unny,12:00,1,1,0,0,1,24
16198,Travel,&%F ?amily,&%Su%nny,9:00 AM,1,1,0,0,1,0
18775,Travel,F%a~~mily,&S!?~unny,9:00,1,1,0,0,1,30
11361,Travel,Family,%&Sunny,1:00 PM,1,0,0,0,1,0
2293,Travel, !Family,Sunny,13:00,1,1,0,0,1,0
8242,Work,Alone,~S?~&unny,6:00 AM,1,0,0,0,1,20
14796,Travel,Alo& ne,S?u%%nny,11:00 AM,1,0,0,0,1,0
9034,Travel,F riend(s),?&%%Sunny,8:00,1,0,0,0,1,76
1287,Travel,Fr?ie?&n%d(s),Su~n&ny,14:00,1,0,0,0,1,0
7579,Travel,Friend( s),S!u~nny,12:00,1,1,0,0,1,0
4102,Travel,Friend(%%s),Sunny,12AM ,1,1,0,0,1,0
9342,Travel,Fr iend(&s),S~~!unny,11:00,1,1,0,0,1,74
11504,Visit,~%%A~lone,Su!%nny,15:00,1,0,0,1,0,0
9807,Visit,&A~lone,!~&Sunny,17:00,1,1,0,0,1,0
9126,Work,Al! ~one,!S!!~unny,6:00,1,1,1,0,1,0
15735,Work,Alo~&ne,Sunny,6:00,1,1,0,0,1,79
16335,Work,Al&&?one,Su%!nny,7:00 AM,1,0,0,0,1,0
11037,Travel,A !l one,S~!%%unny,13:00,1,0,0,0,1,0
4230,Travel,?%Frie nd(s),Sunny,8:00,1,0,0,0,1,0
1685,Travel,Fri end(s),S~~?&unny,10:00 AM,1,1,0,0,1,0
9490,Travel,F%riend~?(s),%~S~?unny,1:00 PM,1,0,0,0,1,11
9149,Travel,?Fr!ie nd(s),Sunny,12:00 AM,1,1,0,0,1,0
18194,Travel,Fr!iend(~s),Su%n~ny,12:00,1,1,0,0,1,8
1979,Travel, Frien%d!(s),S!%unny,1:00 PM,1,1,0,0,1,0
17700,Travel,Friend(s),Sun~ny,15:00,1,0,0,0,1,0
13156,Travel,F %!%riend(s),Sunny,17:00,1,1,0,0,1,0
8254,Travel,Friend(%s),?S%?unny,11:00,1,0,0,0,1,0
3055,Travel, Friend(s),Sunny,12:00 AM,1,1,0,0,1,10
14227,Visit,Alone,Sunny,16:00,1,0,0,0,1,9
3000,Work,Alone,Sunny,7AM,1,1,1,0,1,0
19189,Work,Alon~e,~S!!%unny,7:00,1,1,0,0,1,0
9388,Work,?A lone,Sunn!y,6AM  ,1,0,0,1,0,0
19299,Work,Al%one,S%u~?nny,6:00 AM,1,0,0,0,1,6
4011,Travel,%A!&lone,~?S%&unny,11AM,1,0,0,0,1,0
1823,Travel,Fr?iend(s),Sun&ny,10:00,1,1,0,0,1,0
8284,Travel,Friend(& s),?S%%unny,12AM,1,1,0,0,1,0
16630,Travel,&Frien%d(s),%S%?%unny,6:00 PM,1,1,0,0,1,14
3192,Travel,!F ri&e nd(s),Su?nny,2PM,1,1,0,0,1,17
14639,Visit,Alone,S%unny,5PM ,1,0,0,1,0,20
1559,Work,Alone,Sunny,7AM,1,1,0,0,1,0
3653,Work,Al one,S?&?%unny,7:00 AM,1,0,0,1,0,26
8690,Work,Alone,S%~unny,6:00,1,0,0,0,1,0
18414,Travel,Al~one,&S~?~unny,12:00 AM,1,0,0,0,1,0
9656,Travel,Fri?e~n?d(s),~S%unny,8:00,1,0,0,0,1,10
11403,Travel,%F rie&nd(s),?&%S~unny,10:00 AM,1,1,0,0,1,11
16059,Travel,Frie&nd(s),S&un~ny,2PM ,1,1,0,0,1,9
5081,Travel,F%ri~end!(s),S!u&nny,1:00 PM,1,1,0,0,1,0
10995,Travel,&Frie%n~~d(s),Su&&nny,6:00 PM,1,1,0,0,1,9
7332,Travel,Fri!e~nd!(s),Sun?ny,12:00 AM,1,1,0,0,1,0
11565,Travel,Family,Sun&%ny,10AM  ,1,0,0,0,1,0
9605,Travel,&Family,Sunny,8:00,1,0,0,0,1,13
12914,Travel,F~~a%mily,Sunn!y,10:00 AM,1,1,0,0,1,0
5290,Travel,Fa~& mily,Sunn&y,3PM  ,1,0,0,0,1,0
4651,Travel,Fam!i&ly,Sunny,18:00,1,1,0,0,1,9
19626,Visit, A %lone,!S?u~nny,5:00 PM,1,0,0,1,0,9
11374,Visit,~Al~one,Sunn%y,6:00 PM,1,1,0,0,1,12
13274,Work,%Alone,Sunny,7:00 AM,1,1,1,0,1,12
12837,Work,A!l!one,S??u~nny,6:00 AM,1,1,1,0,1,0
11981,Travel,A lone,Sun?ny,2:00 PM,1,0,0,0,1,9
8547,Travel, Fri e~nd(s),!%~Sunny,8:00 AM,1,0,0,0,1,0
11396,Travel,Frie?nd(s),Sunny,8:00,1,0,0,0,1,10
12281,Travel,Friend(s),!~Sunny,9:00,1,1,0,0,1,0
1237,Travel,Fri en?d&(s),Sunny,11:00,1,0,0,0,1,0
13364,Travel,Fr%?ie%nd(s),Sunny,11AM ,1,1,0,0,1,0
13644,Travel,Friend(s&),S&?~~unny,14:00,1,1,0,0,1,0
13098,Travel,Friend(s),Sunny,11:00 AM,1,1,0,0,1,0
5096,Travel,~Friend(&s),&S%!unny,16:00,1,1,0,0,1,10
4311,Travel,Friend(s),?S&!!unny,12:00 AM,1,1,0,0,1,14
4642,Travel,?!%Alone,Sun?ny,8:00,1,0,0,0,1,0
16360,Visit,Al&!one,!??S~unny,6:00 PM,1,0,0,1,0,0
4849,Work,A?&l%one,Su?&nny,7:00 AM,1,1,1,0,1,11
1395,Work,~% !Alone,Sunny,6:00,1,1,0,0,1,0
4739,Work,~Alo~ne,Sun%%ny,7:00,1,0,0,1,0,12
8103,Travel,F?%&riend(s),%S??%unny,9AM  ,1,0,0,0,1,5
8392,Travel,Fr?ie?~%nd(s),S?~!%unny,10:00,1,1,0,0,1,0
1253,Travel,F&ri&en%d(s),&S?!~unny,6PM,1,1,0,0,1,3
5299,Travel,Family,Su&nny,11:00,1,1,0,0,1,3
3843,Visit,%&Alone,~%~?Sunny,3:00 PM,1,1,0,0,1,0
19459,Work,A~l%one,S!!&!unny,6:00,1,1,0,0,1,0
15993,Work,Alon~e,Sunny,7:00,1,0,0,1,0,0
15491,Travel,A&?&%lone,Sunny,11:00,1,0,0,0,1,0
5248,Travel,Frien~d(s),Sun&&ny,9:00,1,0,0,0,1,0
19988,Travel,F!riend(s),!~~S%unny,11:00 AM,1,1,0,0,1,0
6980,Travel,F&&amily,?S!%%unny,15:00,1,1,0,0,1,21
16088,Visit,Alo~ne,S~unny,16:00,1,0,0,0,1,0
2085,Work,A~lone,Sunn?y,7:00,1,1,0,0,1,0
18315,Travel,?%&%Alone,?S~&unny,13:00,1,0,0,0,1,0
8214,Travel,Frie nd%&(s),~&!S~unny,8:00 AM,1,0,0,0,1,0
6121,Travel,Friend(!s),!?%Sunny,15:00,1,1,0,0,1,0
12463,Travel,Fa&mi~ly,Sunn~y,11:00 AM,1,0,0,0,1,0
3623,Travel,Family,Sunn&y,14:00,1,1,0,0,1,6
17411,Work,A l%one,%S%&!unny,6AM  ,1,1,0,0,1,0
6550,Work,A&lo~ne,S!unny,7:00,1,0,0,0,1,5
14405,Travel,A%?lone,&~%?Sunny,11:00 AM,1,0,0,0,1,5
12257,Travel,F~?r%ien d(s),Sunny,10:00 AM,1,0,0,0,1,0
12514,Travel,F%riend (s),S!unny,10:00 AM,1,1,0,0,1,0
5589,Travel,Fr?%%i~end(s),~Su~?nny,12:00,1,1,0,0,1,0
11052,Travel,F?ri%e&nd(s),Sunn!y,12AM  ,1,1,0,0,1,0
5479,Travel,Fri?end(s),Su~nny,17:00,1,1,0,0,1,0
2441,Travel,F?ri!%end(s),&Su&&nny,1PM,1,1,0,0,1,0
14991,Travel,&%F!%amily,~?S&~unny,10:00,1,0,0,0,1,0
5082,Travel,F!ami ly,%S~u?nny,8:00 AM,1,0,0,0,1,0
8845,Travel,Family,Sunn!y,9:00 AM,1,1,0,0,1,0
18272,Visit,A%lo!ne,Sunny,15:00,1,0,0,1,0,7
13010,Visit,Alone,S!un%ny,18:00,1,1,0,0,1,0
6954,Work, !&A~lone,S%unny,7:00,1,1,1,0,1,0
16487,Work,Alone,Su%~%nny,7:00 AM,1,0,0,1,0,0
11248,Work,~  !Alone,S%unny,7:00 AM,1,0,0,0,1,6
14972,Travel,A%&%lone,&S!%!unny,11:00 AM,1,0,0,0,1,0
12428,Travel,Frie%nd~%(s),!&?Sunny,9:00,1,0,0,0,1,0
11315,Travel,Frien?d(s),S?!u?nny,12:00 AM,1,1,0,0,1,0
12124,Travel,Friend(s),Sunny,14:00,1,1,0,0,1,21
1339,Travel,Frie nd(s),S%&~unny,15:00,1,1,0,0,1,0
11837,Travel,Frien!d(s),Sunn&y,14:00,1,1,0,0,1,20
16493,Travel,Family,??Sunny,9:00,1,1,0,0,1,22
19005,Visit,  &A%lone,S!un!ny,18:00,1,0,0,1,0,0
11976,Visit,Alone,S&un&ny,6PM,1,1,0,0,1,0
6600,Work,A?lo?ne,Sunny,6:00,1,0,0,1,0,21
1602,Travel,A!lo&ne,S!u~nny,2:00 PM,1,0,0,0,1,13
2827,Travel,?F%!%riend(s),Sunn~y,9:00,1,0,0,0,1,15
1114,Travel,Fr&i end(s),?&&~Sunny,13:00,1,1,0,0,1,0
15293,Travel,&Fri~~end(s),&S~unny,11:00,1,1,0,0,1,0
15998,Travel,~ !Fa&mily,Su~!~nny,8:00 AM,1,1,0,0,1,0
11773,Work,Alon&e,?S~unny,7:00 AM,1,1,1,0,1,0
5311,Work,A?lone,Sunny,7:00,1,0,0,1,0,9
14884,Work,A&l&&one,?S&%unny,6AM  ,1,0,0,0,1,12
12706,Travel,~Alone,S%u?&nny,13:00,1,0,0,0,1,15
13735,Travel,Fr~iend!(s),S&u~nny,10:00,1,0,0,0,1,0
15585,Travel,Fr!!i~end(s),S%unny,10:00 AM,1,1,0,0,1,0
19793,Travel,&Fr!ie!nd(s),%%?S!unny,13:00,1,1,0,0,1,0
4708,Travel,F r~i&end(s),Su?n?ny,18:00,1,1,0,0,1,0
16058,Travel,F~ri end~(s),?Su?nny,12:00,1,1,0,0,1,12
14158,Visit,Alone,Sunny,16:00,1,0,0,1,0,12
17243,Work,A~lone,%S?%%unny,6:00,1,1,1,0,1,13
17159,Work,Alo!~ne,?!Su?nny,6:00,1,1,0,0,1,0
4254,Work,~Al& one,?Sunny,7:00,1,0,0,0,1,14
11627,Travel,A~lone,Sunny,11:00,1,0,0,0,1,0
1174,Travel,F~rie%n~d(s),!Sun!ny,9:00,1,0,0,0,1,0
9041,Travel,Friend(s),S%unny,10:00,1,1,0,0,1,0
17945,Travel,&F~%ri end(s),~?%S?unny,6:00 PM,1,1,0,0,1,4
8294,Travel,Fr%iend& (s),!Sunny,13:00,1,1,0,0,1,0
8011,Travel,Fa!mily,Sunny,8AM  ,1,0,0,0,1,4
10316,Travel,!Fa?&?mily,Sunny,9:00,1,0,0,0,1,0
13880,Travel,F ~a?mily,Sunny,9:00,1,1,0,0,1,3
8582,Travel,Fa &?mily,Sunny,6PM  ,1,0,0,0,1,3
18339,Visit,Alone,S%u?nny,18:00,1,0,0,1,0,0
14300,Work,Al&one,Sunny,6AM ,1,1,1,0,1,3
15857,Work,&!!Alone,~Sun~ny,7:00,1,1,1,0,1,0
14576,Work,?!!Alone,&?Su&nny,6:00,1,1,0,0,1,4
5509,Work,A %lone,Sun&ny,6:00 AM,1,0,0,1,0,5
15043,Travel,%Alone,S&!!~unny,14:00,1,0,0,0,1,5
14444,Travel,%Frie&nd(s),~&Sunny,8:00 AM,1,0,0,0,1,0
14648,Travel,Fri?end(s),Sunny,10:00,1,0,0,0,1,5
3377,Travel,&Friend%%(s),Sun%ny,2:00 PM,1,0,0,0,1,5
2189,Travel,F!r%i%en&d(s),!S%u&nny,13:00,1,1,0,0,1,0
3035,Travel,Fr~i~e~%nd(s),&S!!unny,12:00,1,1,0,0,1,0
18773,Travel,F% riend (s),!!%%Sunny,13:00,1,1,0,0,1,0
12765,Visit,A~lone,S&unny,15:00,1,1,0,0,1,0
17404,Visit,Alone,%%S&&unny,15:00,1,0,0,0,1,0
2495,Work, %?A~lone,?Su?~nny,6:00 AM,1,1,1,0,1,3
9118,Work,Al !one,??~Sunny,7:00,1,1,0,0,1,0
2694,Work,A%~&%lone,?!Sunny,7:00,1,0,0,0,1,0
6205,Travel,A&~!lone,S!u?%nny,12:00,1,0,0,0,1,0
17630,Travel,Friend(s~),?Sun~ny,10:00 AM,1,1,0,0,1,0
8455,Travel,Fr i~end(s),!&Sunny,2:00 PM,1,0,0,0,1,0
16712,Travel,Friend(s),Sunn!y,11AM,1,1,0,0,1,0
9382,Travel,F?r&%%iend(s),S%%~~unny,13:00,1,1,0,0,1,0
9378,Travel,&Friend(s),%~~Sunny,11:00 AM,1,1,0,0,1,0
9136,Travel,Fri~%end(s),%S&!&unny,16:00,1,1,0,0,1,0
3717,Travel,Friend(s),Sun!%ny,13:00,1,0,0,0,1,0
17422,Travel,Friend(s),%~Sunny,13:00,1,1,0,0,1,81
8380,Travel,!%~~Alone,&?!S&unny,8AM  ,1,0,0,0,1,0
8849,Visit,? &A%lone,S~unny,5:00 PM,1,0,0,1,0,0
16257,Visit,Alo~ne,Su~%nny,5PM ,1,1,0,0,1,88
10529,Work,  !A&lone,S?u&~nny,6:00 AM,1,1,1,0,1,62
19930,Work,!&Alone,&~Su~nny,6AM  ,1,1,0,0,1,0
11998,Work,Alon e,~Su~~nny,7AM ,1,0,0,1,0,0
13913,Work, %?%Alone,Sunny,6:00,1,0,0,0,1,70
18718,Work,!Al&one,S&u%nny,6:00,1,1,0,0,1,0
14469,Travel,%%%Alone,Su?nny,12:00 AM,1,0,0,0,1,0
9546,Travel,Frien?%d(s),Sunny,9:00,1,0,0,0,1,7
2128,Travel,Friend(!s),Su~n!ny,8:00 AM,1,1,0,0,1,0
1449,Travel,Frie&n?d!(s),!Su?%nny,14:00,1,0,0,0,1,0
3388,Travel,F!rien  !d(s),S%!u%nny,14:00,1,1,0,0,1,10
11095,Travel,Friend(s),S%u&nny,14:00,1,1,0,0,1,0
14474,Travel,?Friend(s),S~~unny,2PM  ,1,1,0,0,1,11
12966,Travel,F%r~ iend(s),Su&n!ny,6PM ,1,0,0,0,1,7
14392,Travel,Fri?en%d(s),%?Sunny,3:00 PM,1,1,0,0,1,0
17439,Travel,%F r%ien?d(s),%S%u~nny,11AM,1,0,0,0,1,0
2753,Travel,Friend(s),Sun?ny,1PM  ,1,1,0,0,1,0
8093,Travel,!%~?Alone,Su%~nny,9AM ,1,0,0,0,1,12
13702,Work,Alone,S%un~ny,7:00,1,1,1,0,1,8
16118,Work,A?l%one,Su!nny,7:00 AM,1,0,0,1,0,11
7823,Work,Alo ne,~Sunny,7:00 AM,1,0,0,0,1,0
11260,Work, ~!A%lone,~S?!unny,7:00,1,1,0,0,1,6
14904,Travel,Alone,Sunny,11AM,1,0,0,0,1,0
19235,Travel,&Friend(~s),??~Sunny,10:00 AM,1,0,0,0,1,0
15944,Travel,Frie!nd(s),~Sun!ny,4:00 PM,1,1,0,0,1,0
16732,Travel,Fr?~iend&(s),S~~!unny,11:00 AM,1,1,0,0,1,0
8976,Travel,Fam&?ily,S%unny,9:00 AM,1,0,0,0,1,0
19769,Travel,F!%%a!mily,!S!u&nny,15:00,1,0,0,0,1,10
12834,Visit,Al%one,Sunny,18:00,1,1,0,0,1,0
11960,Work,Alone,~S!&unny,7:00,1,0,0,1,0,0
9114,Work,~Alone,&!S!!unny,7:00,1,0,0,0,1,0
4743,Travel,F%rien??d(s),~S&u%nny,12:00 AM,1,1,0,0,1,0
8344,Travel,F?%riend%(s),Sunny,14:00,1,0,0,0,1,73
1524,Travel,Alone,Sunny,9:00 AM,1,0,0,0,1,92
12924,Travel,!?Alone,&Su&&nny,14:00,1,0,0,0,1,13
9624,Travel,Frie?nd(~s),~!Su%nny,9:00 AM,1,0,0,0,1,20
19710,Travel,Fr iend(s),S~unny,8:00,1,1,0,0,1,0
18820,Travel,Fr&ien?~&d(s),Sunny,11:00 AM,1,1,0,0,1,0
5323,Travel,F%%rien  d(s),Su~n&ny,11:00 AM,1,1,0,0,1,0
15791,Travel,Fri%en~%%d(s),&Su!nny,18:00,1,1,0,0,1,0
15442,Travel,Friend(s),S?un~ny,12:00 AM,1,1,0,0,1,14
19099,Travel,F?amily,&%?S?unny,8AM ,1,1,0,0,1,0
9564,Travel,Fam?%ily,?Sunny,14:00,1,0,0,0,1,0
12292,Travel,F?!?a mily,!~&Sunny,12:00,1,1,0,0,1,0
12167,Visit, ~ A!lone,S%unny,16:00,1,0,0,1,0,14
18911,Visit,Alone,S!u!!nny,5:00 PM,1,1,0,0,1,0
14819,Visit,Alo~ne,Sun!ny,6PM,1,0,0,0,1,0
9354,Work,Alon?e,Sun%ny,6AM ,1,1,1,0,1,0
4044,Work,!%A~lone,Su!nny,6:00 AM,1,1,0,0,1,17
7971,Work,A&l~one,!?&Sunny,7:00,1,0,0,1,0,0
7418,Work,Alone,S!u?nny,7:00,1,0,0,0,1,0
7082,Travel,Al?o ne,S~&~unny,11:00,1,0,0,0,1,0
10365,Travel,&F riend(s),&S!unny,9:00 AM,1,0,0,0,1,2
16507,Travel, Fri ~e nd(s),!&~?Sunny,12:00 AM,1,1,0,0,1,0
1254,Travel,Friend(s),S!u!nny,17:00,1,1,0,0,1,0
4600,Travel,Frie ~nd(s),Sunny,12:00,1,1,0,0,1,0
11669,Visit,!&?A~lone,Sunny,15:00,1,1,0,0,1,0
19304,Work,A!~ lone,%!%S&unny,6:00,1,1,0,0,1,0
5980,Work,!!~Alone,S!unny,6:00,1,0,0,0,1,0
4256,Travel,A%l~%one,S%!%unny,2:00 PM,1,0,0,0,1,36
7912,Travel,Frien%d(?s),?%S%~unny,9:00 AM,1,0,0,0,1,0
2947,Travel,Fr?i?en??d(s),S%!?unny,9:00,1,0,0,0,1,49
11719,Travel,%Frie!n!d(s),Su?nny,2:00 PM,1,0,0,0,1,38
14919,Travel,F!r~ie~?nd(s),Sunny,2:00 PM,1,1,0,0,1,0
9423,Travel,Friend(s),Sunny,12AM  ,1,1,0,0,1,47
15867,Travel,Friend(s ),Sun!ny,11:00,1,1,0,0,1,0
1806,Travel,Friend(s),?S%unny,3:00 PM,1,0,0,0,1,0
2716,Travel,Fri&end(s),Sunny,14:00,1,0,0,0,1,56
1417,Travel,Friend(s),Sunny,13:00,1,1,0,0,1,0
6228,Travel,Alone,Sunny,8:00,1,0,0,0,1,0
2120,Visit,Alone,%%S%unny,15:00,1,0,0,1,0,48
18101,Visit,A&lone,%!Su?nny,17:00,1,1,0,0,1,0
12476,Visit,Alone,%S%%%unny,6:00 PM,1,0,0,0,1,0
15197,Work,A&&~%lone,S&un!ny,7:00,1,1,1,0,1,39
7393,Work,A?lone,?%S?!unny,6AM,1,1,1,0,1,48
5782,Work,?! Alone,S?unny,7:00,1,0,0,0,1,0
6596,Work,Alon~e,Sunny,7:00,1,1,0,0,1,49
6754,Travel,Alo&ne,~&?S?unny,12AM,1,0,0,0,1,12
11570,Travel,Friend(%s),%S!??unny,9:00,1,0,0,0,1,0
18332,Travel,Friend(s),S!unny,1:00 PM,1,1,0,0,1,0
2184,Travel,%Friend(s),~%Su!nny,17:00,1,1,0,0,1,0
17786,Travel,F%%riend!(s),&?Sunny,12:00 AM,1,1,0,0,1,0
5342,Visit,A ~ lone,Sunny,15:00,1,0,0,1,0,0
12926,Work,& &?Alone,?S&unny,6:00,1,1,0,0,1,0
7669,Work,Alone,&Sunny,7:00 AM,1,0,0,1,0,0
15276,Work,Alo&ne,?Sunny,6:00 AM,1,0,0,0,1,0
8051,Travel,%Alo!ne,S%un!ny,13:00,1,0,0,0,1,0
6725,Travel,Fr%iend (s),Sunn?y,8:00,1,0,0,0,1,0
10426,Travel, Frien!d&(s),S!unny,2PM  ,1,1,0,0,1,0
13356,Travel,Friend(s),Sunny,1:00 PM,1,1,0,0,1,33
19745,Travel,Frie%nd(s),S~?unny,6:00 PM,1,1,0,0,1,0
15078,Travel,Frien?d(s),!S%u?nny,13:00,1,1,0,0,1,0
11842,Travel,Fa  !&mily,Sunny,10AM,1,1,0,0,1,0
9543,Travel,Fa%!mily,~~Sunny,9AM  ,1,1,0,0,1,0
5609,Travel,~ F?amily,Sunny,14:00,1,0,0,0,1,30
14096,Travel, F!&a!mily,Sun!ny,2PM  ,1,1,0,0,1,0
1739,Visit,A~lone,Sunn%y,4:00 PM,1,0,0,0,1,37
4202,Work,A!l one,&Sunny,6:00 AM,1,1,1,0,1,39
5307,Work,A??l one,S?u?nny,7AM ,1,0,0,0,1,0
9352,Work,Al!o?ne,!S&%!unny,6:00,1,1,0,0,1,0
